11-17 13:13:03 下午 com.xiaomi.pass [Thread:25119] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:27:06 下午 com.xiaomi.pass [Thread:27271] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:27:12 下午 com.xiaomi.pass [Thread:27347] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:27:12 下午 com.xiaomi.pass [Thread:27351] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:27:34 下午 com.xiaomi.pass [Thread:27451] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:27:34 下午 com.xiaomi.pass [Thread:27455] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:39:49 下午 com.xiaomi.pass [Thread:27547] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:39:49 下午 com.xiaomi.pass [Thread:27551] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:40:02 下午 com.xiaomi.pass [Thread:27656] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:40:02 下午 com.xiaomi.pass [Thread:27659] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:40:10 下午 com.xiaomi.pass [Thread:27762] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:40:10 下午 com.xiaomi.pass [Thread:27767] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:40:16 下午 com.xiaomi.pass [Thread:27859] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:40:17 下午 com.xiaomi.pass [Thread:27863] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:41:08 下午 com.xiaomi.pass [Thread:28050] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:41:08 下午 com.xiaomi.pass [Thread:28054] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:44:41 下午 com.xiaomi.pass [Thread:28286] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:44:41 下午 com.xiaomi.pass [Thread:28291] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:44:47 下午 com.xiaomi.pass [Thread:28375] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:44:47 下午 com.xiaomi.pass [Thread:28379] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:45:54 下午 com.xiaomi.pass [Thread:28474] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:45:54 下午 com.xiaomi.pass [Thread:28478] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:46:08 下午 com.xiaomi.pass [Thread:28571] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:46:08 下午 com.xiaomi.pass [Thread:28575] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:46:28 下午 com.xiaomi.pass [Thread:28670] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:46:28 下午 com.xiaomi.pass [Thread:28675] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:46:35 下午 com.xiaomi.pass [Thread:28763] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:46:35 下午 com.xiaomi.pass [Thread:28767] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:47:10 下午 com.xiaomi.pass [Thread:28866] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:47:10 下午 com.xiaomi.pass [Thread:28871] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:48:28 下午 com.xiaomi.pass [Thread:28955] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:48:34 下午 com.xiaomi.pass [Thread:28959] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-28 13:48:43 下午 com.xiaomi.pass [Thread:29151] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:48:44 下午 com.xiaomi.pass [Thread:29155] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:48:50 下午 com.xiaomi.pass [Thread:29255] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:48:50 下午 com.xiaomi.pass [Thread:29259] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:49:03 下午 com.xiaomi.pass [Thread:29435] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:49:03 下午 com.xiaomi.pass [Thread:29439] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:49:11 下午 com.xiaomi.pass [Thread:29527] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:49:11 下午 com.xiaomi.pass [Thread:29531] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:49:17 下午 com.xiaomi.pass [Thread:29622] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:49:17 下午 com.xiaomi.pass [Thread:29627] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:51:07 下午 com.xiaomi.pass [Thread:29714] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:51:07 下午 com.xiaomi.pass [Thread:29718] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:51:22 下午 com.xiaomi.pass [Thread:29820] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:51:22 下午 com.xiaomi.pass [Thread:29823] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:51:31 下午 com.xiaomi.pass [Thread:29914] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:51:31 下午 com.xiaomi.pass [Thread:29919] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:51:37 下午 com.xiaomi.pass [Thread:30007] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:51:37 下午 com.xiaomi.pass [Thread:30011] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:51:43 下午 com.xiaomi.pass [Thread:30094] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:51:43 下午 com.xiaomi.pass [Thread:30099] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:59:15 下午 com.xiaomi.pass [Thread:30195] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:59:15 下午 com.xiaomi.pass [Thread:30198] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 14:02:25 下午 com.xiaomi.pass [Thread:30294] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 14:02:25 下午 com.xiaomi.pass [Thread:30299] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 14:02:32 下午 com.xiaomi.pass [Thread:30399] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 14:02:32 下午 com.xiaomi.pass [Thread:30403] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 14:02:54 下午 com.xiaomi.pass [Thread:30483] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 14:02:54 下午 com.xiaomi.pass [Thread:30487] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 14:30:29 下午 com.xiaomi.pass [Thread:30627] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 14:30:29 下午 com.xiaomi.pass [Thread:30630] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 14:30:36 下午 com.xiaomi.pass [Thread:30715] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 14:30:36 下午 com.xiaomi.pass [Thread:30718] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 14:31:20 下午 com.xiaomi.pass [Thread:30795] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 14:31:20 下午 com.xiaomi.pass [Thread:30799] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 14:31:37 下午 com.xiaomi.pass [Thread:30883] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 14:31:37 下午 com.xiaomi.pass [Thread:30887] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 14:38:24 下午 com.xiaomi.pass [Thread:31179] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 14:38:24 下午 com.xiaomi.pass [Thread:31182] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 14:38:51 下午 com.xiaomi.pass [Thread:31299] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 14:38:51 下午 com.xiaomi.pass [Thread:31303] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 14:53:09 下午 com.xiaomi.pass [Thread:31422] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 14:53:16 下午 com.xiaomi.pass [Thread:31524] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 14:53:23 下午 com.xiaomi.pass [Thread:31527] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-28 14:53:25 下午 com.xiaomi.pass [Thread:31529] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-28 15:58:25 下午 com.xiaomi.pass [Thread:32195] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 15:58:39 下午 com.xiaomi.pass [Thread:32298] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 16:14:39 下午 com.xiaomi.pass [Thread:32567] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 16:14:52 下午 com.xiaomi.pass [Thread:32667] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 16:18:39 下午 com.xiaomi.pass [Thread:32807] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 16:18:57 下午 com.xiaomi.pass [Thread:32898] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 16:19:12 下午 com.xiaomi.pass [Thread:32908] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-28 16:19:13 下午 com.xiaomi.pass [Thread:32910] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-28 16:19:13 下午 com.xiaomi.pass [Thread:32911] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-28 16:19:14 下午 com.xiaomi.pass [Thread:32912] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-28 16:19:14 下午 com.xiaomi.pass [Thread:32913] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-28 16:19:19 下午 com.xiaomi.pass [Thread:33167] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 16:19:19 下午 com.xiaomi.pass [Thread:33171] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 16:19:34 下午 com.xiaomi.pass [Thread:33251] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 16:19:34 下午 com.xiaomi.pass [Thread:33255] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 16:40:34 下午 com.xiaomi.pass [Thread:33406] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 16:40:34 下午 com.xiaomi.pass [Thread:33410] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 16:40:48 下午 com.xiaomi.pass [Thread:33507] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 16:40:48 下午 com.xiaomi.pass [Thread:33510] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 16:41:03 下午 com.xiaomi.pass [Thread:33679] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 16:41:03 下午 com.xiaomi.pass [Thread:33683] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 16:41:14 下午 com.xiaomi.pass [Thread:33847] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 16:41:14 下午 com.xiaomi.pass [Thread:33851] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 16:43:38 下午 com.xiaomi.pass [Thread:34014] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 16:43:38 下午 com.xiaomi.pass [Thread:34019] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 16:43:44 下午 com.xiaomi.pass [Thread:34103] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 16:43:44 下午 com.xiaomi.pass [Thread:34107] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 16:51:50 下午 com.xiaomi.pass [Thread:34299] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 16:51:50 下午 com.xiaomi.pass [Thread:34302] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 16:51:58 下午 com.xiaomi.pass [Thread:34399] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 16:51:58 下午 com.xiaomi.pass [Thread:34403] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 16:52:29 下午 com.xiaomi.pass [Thread:34651] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 16:52:29 下午 com.xiaomi.pass [Thread:34655] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 16:52:42 下午 com.xiaomi.pass [Thread:34811] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 16:52:42 下午 com.xiaomi.pass [Thread:34815] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 16:53:26 下午 com.xiaomi.pass [Thread:34943] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 16:53:26 下午 com.xiaomi.pass [Thread:34947] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 16:53:33 下午 com.xiaomi.pass [Thread:35039] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 16:53:33 下午 com.xiaomi.pass [Thread:35043] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 16:53:47 下午 com.xiaomi.pass [Thread:35142] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 16:53:47 下午 com.xiaomi.pass [Thread:35147] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 16:53:53 下午 com.xiaomi.pass [Thread:35240] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 16:53:54 下午 com.xiaomi.pass [Thread:35243] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 17:00:35 下午 com.xiaomi.pass [Thread:35363] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 17:00:35 下午 com.xiaomi.pass [Thread:35366] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 17:00:42 下午 com.xiaomi.pass [Thread:35450] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 17:00:42 下午 com.xiaomi.pass [Thread:35455] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 17:04:01 下午 com.xiaomi.pass [Thread:35583] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 17:04:02 下午 com.xiaomi.pass [Thread:35587] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 17:04:07 下午 com.xiaomi.pass [Thread:35671] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 17:04:07 下午 com.xiaomi.pass [Thread:35675] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 17:28:56 下午 com.xiaomi.pass [Thread:35835] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 17:29:49 下午 com.xiaomi.pass [Thread:35927] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 17:30:39 下午 com.xiaomi.pass [Thread:35931] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-28 17:30:39 下午 com.xiaomi.pass [Thread:35933] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-28 18:24:55 下午 com.xiaomi.pass [Thread:36394] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 18:24:55 下午 com.xiaomi.pass [Thread:36398] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 18:25:03 下午 com.xiaomi.pass [Thread:36470] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 18:25:03 下午 com.xiaomi.pass [Thread:36474] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 18:26:42 下午 com.xiaomi.pass [Thread:36563] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 18:26:42 下午 com.xiaomi.pass [Thread:36567] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 18:27:48 下午 com.xiaomi.pass [Thread:36666] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 18:27:48 下午 com.xiaomi.pass [Thread:36671] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 18:28:26 下午 com.xiaomi.pass [Thread:36787] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
